fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,Id
8,0,0,3,0,12,57,1,3,0,9,6,746
7,1,0,2,0,12,31,1,4,1,10,6,748
7,1,0,2,0,12,28,1,4,1,10,6,749
8,1,0,3,0,17,40,1,3,1,10,5,750
8,1,0,3,0,24,66,1,3,1,9,5,752
8,1,0,3,0,17,40,1,3,1,10,5,753
8,0,1,2,0,14,32,1,3,1,9,6,754
8,1,0,2,0,22,47,1,4,0,11,6,755
6,1,0,2,0,15,33,1,4,0,11,6,756
8,1,0,2,0,10,31,1,3,1,10,5,757
8,1,0,2,0,10,31,1,3,1,10,5,758
9,0,0,3,0,33,88,1,3,1,9,5,759
9,1,0,3,0,9,104,1,3,1,10,5,760
9,1,0,2,0,5,35,1,3,0,10,5,761
9,1,0,2,0,8,19,1,3,1,10,6,762
9,1,0,3,0,11,44,1,3,1,10,6,764
9,1,0,3,0,12,48,1,3,1,10,6,765
9,1,0,3,0,12,74,1,3,1,9,5,766
7,1,0,2,0,24,94,1,4,1,10,6,768
8,1,0,2,0,7,32,1,3,1,10,5,769
7,1,0,2,0,24,94,1,4,1,10,6,770
9,1,0,2,0,23,143,1,3,1,9,5,771
10,1,0,2,0,23,144,1,3,1,9,5,772
8,0,0,2,0,1,44,1,3,1,10,6,773
7,1,0,3,0,7,16,1,3,0,10,5,775
7,1,0,2,0,6,18,1,3,1,10,6,777
8,0,0,3,0,7,34,1,3,1,11,5,778
7,1,0,3,0,21,92,1,4,1,10,5,779
7,1,0,2,0,12,45,1,3,1,9,6,780
7,0,0,2,0,9,37,1,4,1,10,5,781
7,1,0,3,0,20,85,1,4,1,10,5,784
10,0,0,2,0,11,61,1,3,1,10,5,785
10,1,0,2,0,19,58,1,3,1,10,6,787
10,1,0,2,0,19,58,1,3,1,10,6,788
9,1,0,3,0,21,119,1,3,1,9,5,789
7,0,0,3,0,18,82,1,3,1,10,6,790
9,1,0,3,0,25,130,1,3,1,10,5,791
7,1,0,3,0,17,87,1,3,1,10,6,792
8,1,0,3,0,7,13,1,3,1,11,5,793
10,0,1,2,0,7,26,1,3,1,13,6,794
11,1,0,3,0,7,60,1,3,1,10,5,795
9,0,0,3,0,24,64,1,3,1,10,5,796
9,0,0,2,0,21,42,1,3,1,11,7,797
9,1,0,4,0,5,14,1,3,1,11,6,799
9,1,0,3,0,8,17,1,3,0,10,5,801
5,1,0,2,0,14,86,1,4,1,13,7,802
8,1,0,3,0,14,46,1,3,1,10,6,803
8,1,0,3,0,4,18,1,3,1,10,6,804
8,0,0,2,0,4,10,1,3,1,13,7,806
7,1,0,2,0,4,12,1,3,1,9,5,808
8,0,0,3,0,4,15,1,3,1,10,6,809
7,0,0,3,0,4,14,1,3,0,11,5,810
13,1,1,3,0,7,24,1,3,1,11,6,811
7,0,0,2,0,4,7,1,3,1,11,4,813
13,0,1,3,0,19,41,1,3,1,11,6,814
9,1,0,3,0,9,59,1,3,1,10,5,819
7,1,0,2,0,9,22,1,3,1,10,5,820
5,0,0,2,0,16,42,1,4,1,14,7,821
7,1,0,2,0,15,36,1,4,1,10,5,823
7,0,0,3,0,6,16,1,3,1,10,5,824
8,0,0,2,0,4,8,1,3,1,11,7,826
7,0,0,3,0,15,37,1,3,0,11,5,827
8,1,0,3,0,5,9,1,3,1,11,4,830
6,1,0,2,0,16,24,1,4,1,11,6,831
12,0,0,2,0,36,51,1,3,1,10,4,833
7,0,0,2,0,36,100,1,3,0,12,7,836
7,0,0,2,0,36,100,1,3,0,12,7,837
10,0,0,2,0,9,28,1,3,1,11,7,838
7,1,0,3,0,21,31,1,3,1,10,5,841
11,1,0,3,0,34,68,1,3,1,11,6,842
7,1,0,2,0,9,92,1,3,1,9,5,843
6,1,0,2,0,14,31,1,4,1,10,5,846
7,1,0,2,0,12,39,1,4,1,10,6,847
6,1,0,2,0,14,31,1,4,1,10,5,848
9,0,0,2,0,9,22,1,3,1,10,5,850
9,0,0,2,0,9,22,1,3,1,10,5,851
9,0,0,2,0,41,55,1,3,1,11,6,853
9,0,0,2,0,41,55,1,3,1,11,6,854
9,0,0,2,0,41,55,1,3,1,11,6,856
8,0,0,3,0,16,47,1,3,1,11,7,857
12,0,0,2,0,17,32,1,3,1,11,7,858
7,1,0,3,0,15,85,1,4,1,10,5,860
8,0,0,3,0,7,25,1,3,0,10,5,862
7,1,0,3,0,17,84,1,4,1,10,5,863
7,1,0,3,0,16,86,1,4,1,10,5,865
7,1,0,2,0,36,46,1,4,1,11,5,871
7,0,0,2,0,28,48,1,3,1,10,4,872
9,0,0,3,0,7,16,1,3,1,12,7,875
8,1,0,2,0,31,43,1,3,1,12,6,877
8,1,0,2,0,30,35,1,3,1,11,6,881
8,0,0,3,0,14,26,1,3,1,12,6,882
9,1,0,4,0,30,69,1,3,1,10,6,884
9,1,0,3,0,9,30,1,3,1,11,5,885
9,1,0,2,0,8,28,1,3,1,10,6,886
7,1,0,3,0,32,64,1,3,1,11,6,888
11,1,0,7,0,23,99,1,3,1,9,5,889
7,1,0,2,0,16,86,1,4,1,10,5,891
10,0,0,2,0,10,18,1,3,1,9,6,892
7,1,0,2,0,16,86,1,4,1,10,5,893
7,1,0,2,0,17,88,1,4,1,10,6,894
7,1,0,2,0,27,43,1,3,1,11,6,895
8,0,0,2,0,17,43,1,3,1,13,7,896
7,1,0,2,0,27,43,1,3,1,11,6,897
8,0,0,2,0,17,43,1,3,1,13,7,898
9,0,0,3,0,10,39,1,3,1,12,5,900
7,1,0,2,0,16,33,1,4,1,11,7,901
7,1,0,2,0,16,33,1,4,1,11,7,902
7,1,0,6,0,11,18,1,3,1,11,7,904
7,1,0,3,0,12,78,1,3,1,11,5,906
6,1,0,2,0,6,9,1,4,1,12,6,907
7,1,0,2,0,34,61,1,3,1,11,6,908
9,0,0,4,0,3,11,1,3,1,13,6,910
9,0,0,9,0,3,9,1,3,1,11,6,911
10,0,0,3,0,4,8,1,3,1,12,6,912
9,0,0,2,0,3,6,1,3,1,12,6,915
5,1,0,2,0,7,62,1,4,1,11,5,916
7,0,0,9,0,26,45,1,3,1,10,6,917
8,0,0,2,0,32,79,1,3,1,11,6,918
8,1,0,2,0,38,46,1,3,1,12,6,919
10,0,0,2,0,10,23,1,3,1,11,5,920
8,1,0,2,0,38,46,1,3,1,12,6,922
9,0,0,2,0,14,28,1,3,1,11,5,924
9,0,0,2,0,53,77,1,3,1,11,7,925
9,0,0,2,0,52,73,1,3,1,10,6,926
8,1,0,2,0,11,75,1,3,1,9,4,927
9,0,0,2,0,14,28,1,3,1,11,5,928
9,0,0,3,0,10,19,1,3,1,12,7,929
7,1,0,2,0,13,38,1,3,1,10,5,931
8,0,0,2,0,29,66,1,3,1,10,6,932
7,1,0,2,0,8,25,1,4,1,11,5,934
9,0,0,2,0,19,72,1,3,1,12,6,936
6,0,0,2,0,7,11,1,4,1,11,5,939
10,0,0,5,0,9,17,1,3,1,13,7,941
10,0,0,3,0,13,52,1,3,1,10,7,942
8,0,0,4,0,11,24,1,3,1,12,7,944
10,0,1,4,0,11,24,1,3,1,12,7,946
8,0,0,2,0,6,12,1,3,1,12,7,947
9,0,0,2,0,10,21,1,3,1,12,7,949
9,0,0,2,0,10,21,1,3,1,12,7,950
8,0,0,2,0,6,12,1,3,1,12,7,951
8,0,0,2,0,6,10,1,3,1,11,7,952
10,0,0,2,0,5,9,1,3,1,12,7,953
9,0,1,2,0,9,23,1,3,1,10,5,955
9,0,1,2,0,5,10,1,3,1,11,6,956
6,1,0,2,0,25,36,1,3,1,11,7,958
9,0,0,2,0,18,38,1,3,1,11,6,960
7,1,0,2,0,7,18,1,3,1,9,5,961
7,1,0,2,0,6,16,1,3,1,10,5,962
9,0,0,2,0,18,38,1,3,1,11,6,964
9,1,0,2,0,23,113,1,3,0,9,5,967
9,0,0,2,0,29,46,1,3,1,12,6,968
10,0,0,2,0,6,10,1,3,1,11,6,971
9,0,0,6,0,7,13,1,3,1,12,7,974
7,0,0,2,0,35,72,1,3,1,9,5,975
8,1,0,3,0,31,119,1,3,1,9,5,977
7,0,0,4,0,9,29,1,3,0,11,7,978
9,1,0,2,0,8,17,1,3,1,11,6,980
10,1,0,2,0,13,28,1,3,1,10,5,981
7,1,0,2,0,51,70,1,3,1,13,6,982
9,1,0,2,0,8,17,1,3,1,11,6,983
7,1,0,2,0,7,11,1,3,1,11,6,985
7,0,0,2,0,35,70,1,3,1,9,5,987
8,0,0,2,0,19,27,1,3,0,9,5,988
10,0,0,2,0,14,21,1,3,1,11,6,989
8,0,0,2,0,19,27,1,3,0,9,5,990
7,0,0,2,0,31,68,1,3,0,9,5,991
7,0,0,2,0,31,68,1,3,0,9,5,993
8,1,0,2,0,19,41,1,3,1,10,6,995
9,1,0,1,0,4,10,1,3,0,9,6,998
6,1,0,2,0,7,12,1,3,1,13,6,999
8,0,0,2,0,6,12,1,3,1,12,7,1000
8,0,0,2,0,27,45,1,3,1,10,5,1004
7,0,0,2,0,4,8,1,3,1,13,7,1005
9,0,0,2,0,13,27,1,3,1,12,7,1006
9,0,0,2,0,12,25,1,3,1,12,7,1007
9,0,0,4,0,12,24,1,3,1,12,7,1008
9,0,0,2,0,7,12,1,3,1,12,7,1010
9,0,0,2,0,12,19,1,3,1,10,6,1011
8,1,0,2,0,11,32,1,3,0,10,5,1012
8,1,0,2,0,22,31,1,3,1,10,6,1013
8,1,0,2,0,3,7,1,3,1,11,6,1014
9,0,0,2,0,12,28,1,3,1,13,7,1016
8,0,0,1,0,36,109,1,3,0,13,6,1018
7,1,0,2,0,10,23,1,4,1,10,5,1019
11,0,1,2,0,3,8,1,3,1,12,6,1020
11,0,1,2,0,3,8,1,3,1,12,6,1021
7,1,0,2,0,4,9,1,3,1,11,5,1022
8,0,0,2,0,3,9,1,3,1,12,6,1023
8,1,0,2,0,12,18,1,3,1,11,7,1024
9,1,0,3,0,17,43,1,3,1,10,6,1025
8,0,0,2,0,14,36,1,3,1,13,6,1026
6,1,0,2,0,28,52,1,3,1,12,5,1027
8,1,0,2,0,12,18,1,3,1,11,7,1029
8,1,0,4,0,5,14,1,3,1,10,5,1032
9,1,0,3,0,15,48,1,3,0,10,6,1034
10,0,0,2,0,5,17,1,3,1,11,7,1035
8,0,0,3,0,26,35,1,3,1,13,7,1036
9,0,0,6,0,25,42,1,3,1,13,7,1038
9,1,0,2,0,21,39,1,3,1,11,6,1039
7,0,0,2,0,13,26,1,3,1,10,6,1041
6,0,0,3,0,12,53,1,3,1,12,6,1044
7,0,0,1,0,32,38,1,3,1,11,6,1045
8,1,0,2,0,33,45,1,3,1,11,6,1046
7,0,0,2,0,27,51,1,3,1,10,5,1047
9,0,0,2,0,3,14,1,3,1,11,6,1048
9,1,0,2,0,6,17,1,3,1,11,6,1049
9,0,1,1,0,16,45,1,3,1,9,5,1051
6,1,0,2,0,19,25,1,4,1,13,5,1052
8,0,0,2,0,9,20,1,3,1,13,7,1053
8,1,0,2,0,5,77,1,3,1,9,6,1055
9,0,1,4,0,3,10,1,3,1,12,7,1056
8,0,0,4,0,28,90,1,3,1,9,5,1057
10,1,1,2,0,30,52,1,3,1,12,7,1058
9,0,1,4,0,3,10,1,3,1,12,7,1059
12,0,1,2,0,3,8,1,3,1,10,6,1060
9,0,1,2,0,7,16,1,3,1,13,8,1061
8,0,0,2,0,6,15,1,3,1,11,6,1062
10,0,1,2,0,6,17,1,3,1,12,6,1063
8,1,0,2,0,5,10,1,3,1,12,6,1064
8,1,0,2,0,6,20,1,3,1,10,6,1065
7,1,0,2,0,13,26,1,3,1,13,7,1066
11,0,1,2,0,3,10,1,3,1,11,7,1067
8,1,0,3,0,28,52,1,3,1,11,5,1069
9,0,0,2,0,19,37,1,3,1,11,7,1070
8,1,0,8,0,30,92,1,3,1,9,5,1071
8,1,0,3,0,16,37,1,3,1,11,6,1073
10,0,1,2,0,3,8,1,3,1,11,6,1076
9,0,1,6,0,3,8,1,3,1,11,5,1078
8,0,1,8,0,38,278,1,3,1,12,7,1079
8,0,1,8,0,38,289,1,3,1,12,7,1081
7,0,0,2,0,31,70,1,3,1,10,6,1082
9,0,0,2,0,32,59,1,3,1,12,6,1083
7,0,0,2,0,40,64,1,3,0,10,5,1085
9,0,0,5,0,3,9,1,3,1,12,7,1086
8,0,0,2,0,18,30,1,3,1,11,6,1087
12,0,1,2,0,22,41,1,3,1,10,7,1088
12,0,1,2,0,22,41,1,3,1,10,7,1089
10,0,1,2,0,42,74,1,3,1,12,8,1090
8,0,0,2,0,8,19,1,3,1,11,6,1091
7,1,0,2,0,10,16,1,3,1,12,6,1092
9,0,0,2,0,11,31,1,3,1,12,7,1093
7,1,0,6,0,9,17,1,3,0,11,6,1094
7,1,0,6,0,9,17,1,3,0,11,6,1096
9,1,0,2,0,5,18,1,3,1,9,5,1099
8,0,0,2,0,23,36,1,3,1,12,6,1100
7,0,0,2,0,14,25,1,3,1,12,6,1101
7,0,0,2,0,14,25,1,3,1,12,6,1103
8,0,0,2,0,16,25,1,3,1,12,6,1104
6,1,0,2,0,13,49,1,3,1,13,5,1105
9,0,0,2,0,10,24,1,3,1,12,7,1107
8,1,0,3,0,4,13,1,3,0,10,5,1108
11,0,0,2,0,27,66,1,3,1,11,6,1109
8,1,0,1,0,6,14,1,3,1,10,6,1110
5,0,0,2,0,23,55,1,4,1,12,7,1111
8,0,0,2,0,6,35,1,3,1,11,6,1112
5,0,1,4,0,29,80,1,3,1,14,6,1114
7,1,0,3,0,15,21,1,3,1,11,6,1115
7,1,0,3,0,15,21,1,3,1,11,6,1116
7,1,0,3,0,15,21,1,3,1,11,6,1117
7,0,0,2,0,14,24,1,3,1,13,6,1118
6,1,0,3,0,7,15,1,4,1,13,5,1119
8,1,0,3,0,8,17,1,3,1,13,8,1120
6,0,0,1,0,27,33,1,3,0,12,6,1122
9,0,0,2,0,13,27,1,3,1,11,7,1125
6,1,0,3,0,26,52,1,4,1,12,6,1127
10,0,0,3,0,28,89,1,3,1,10,5,1128
9,1,0,2,0,5,10,1,3,1,10,6,1130
7,0,0,2,0,18,38,1,3,1,14,7,1132
7,0,0,6,0,10,18,1,3,1,11,7,1133
9,0,0,2,0,6,15,1,3,1,12,7,1134
8,0,0,2,0,22,50,1,3,1,12,6,1135
10,1,0,2,0,6,13,1,3,1,11,6,1136
8,0,0,4,0,29,94,1,3,1,9,5,1138
8,1,0,2,0,16,86,1,3,1,10,6,1139
7,0,0,2,0,33,79,1,3,1,10,6,1140
8,0,0,3,0,24,71,1,3,1,11,6,1141
7,0,0,2,0,6,12,1,3,1,11,6,1142
7,0,0,2,0,16,20,1,4,1,10,6,1143
7,0,0,2,0,35,70,1,3,1,10,5,1144
8,0,0,3,0,31,51,1,4,1,10,6,1145
8,1,0,2,0,6,21,1,3,1,10,6,1146
10,0,0,6,0,6,14,1,3,0,12,7,1147
8,0,0,2,0,9,21,1,3,1,12,6,1148
10,0,0,2,0,6,11,1,3,1,12,6,1149
6,1,0,3,0,16,70,1,3,1,13,6,1151
8,1,0,2,0,9,38,1,3,1,10,5,1152
10,0,0,2,0,17,38,1,3,1,11,6,1153
8,1,0,2,0,9,38,1,3,1,10,5,1155
9,0,1,2,0,45,88,1,3,1,12,7,1156
5,1,0,2,0,16,101,1,3,1,13,7,1157
9,0,0,2,0,12,19,1,3,1,12,7,1162
9,1,0,2,0,10,21,1,3,1,10,5,1164
8,0,0,3,0,29,48,1,3,1,12,7,1167
7,0,0,3,0,8,44,1,3,1,12,6,1168
8,1,0,2,0,5,14,1,3,1,12,6,1169
9,0,0,2,0,5,12,1,3,1,11,6,1170
10,0,0,2,0,5,16,1,3,1,12,6,1172
8,0,0,2,0,26,65,1,3,1,10,6,1173
8,0,0,2,0,26,65,1,3,1,10,6,1174
7,1,0,2,0,48,59,1,4,1,12,6,1175
7,1,0,6,0,23,47,1,4,1,11,4,1176
6,1,0,2,0,17,78,1,4,1,11,5,1178
8,0,0,2,0,11,47,1,3,1,11,6,1179
10,0,0,2,0,5,11,1,3,0,11,5,1181
7,1,0,2,0,16,61,1,3,1,9,5,1183
7,1,0,2,0,11,119,1,3,1,11,5,1184
7,1,0,2,0,11,119,1,3,1,11,5,1188
9,1,0,2,0,5,19,1,3,0,10,4,1189
9,0,1,5,0,6,20,1,3,1,13,6,1190
7,1,0,2,0,6,12,1,4,1,11,5,1191
7,0,0,3,0,11,41,1,4,1,12,7,1192
7,1,0,2,0,15,64,1,3,1,10,6,1194
6,0,0,2,0,21,56,1,4,1,10,6,1195
8,1,0,2,0,4,9,1,3,1,10,6,1197
8,0,0,2,0,19,77,1,3,1,11,6,1198
8,1,0,2,0,23,94,1,3,1,10,6,1199
8,1,0,2,0,4,9,1,3,1,10,6,1200
8,0,0,2,0,5,10,1,3,1,11,7,1201
9,0,0,2,0,6,12,1,3,1,12,8,1202
10,1,0,6,0,33,76,1,3,1,9,5,1203
7,0,0,2,0,24,44,1,3,1,11,7,1204
7,0,0,2,0,24,44,1,3,1,11,7,1206
10,1,1,2,0,24,52,1,3,1,10,5,1207
7,0,0,2,0,24,44,1,3,1,11,7,1208
6,0,0,2,0,14,24,1,3,1,11,7,1209
7,1,0,2,0,8,15,1,3,1,10,6,1210
7,1,0,2,0,8,15,1,3,1,10,6,1212
10,0,0,2,0,6,9,1,3,0,10,6,1214
8,1,0,2,0,10,79,1,3,1,10,6,1216
9,0,0,1,0,25,50,1,3,1,11,6,1219
11,0,1,2,0,17,44,1,3,1,12,6,1220
11,0,1,2,0,17,44,1,3,1,12,6,1221
13,0,0,3,0,8,20,1,3,1,10,6,1224
9,0,0,3,0,18,77,1,3,1,9,5,1225
8,1,0,4,0,27,46,1,3,0,9,5,1226
9,1,0,2,0,8,21,1,3,1,10,5,1227
5,0,0,2,0,18,88,1,4,1,14,7,1228
8,0,0,2,0,19,66,1,3,1,10,5,1229
8,0,0,3,0,15,58,1,3,1,12,6,1230
8,1,0,3,0,48,90,1,3,1,11,5,1231
8,0,0,2,0,19,66,1,3,1,10,5,1232
7,1,0,2,0,11,18,1,3,0,13,6,1234
8,1,0,2,0,7,17,1,3,1,9,6,1236
7,1,0,2,0,11,18,1,3,0,13,6,1237
8,1,0,3,0,12,24,1,3,0,10,4,1238
7,1,0,4,0,11,20,1,3,1,12,4,1239
8,1,0,2,0,36,60,1,3,0,9,5,1240
8,1,0,2,0,10,86,1,3,1,10,5,1243
7,1,0,2,0,15,34,1,3,1,11,5,1245
7,1,0,2,0,15,48,1,3,0,10,5,1246
7,1,0,2,0,24,37,1,3,1,11,6,1250
8,1,0,2,0,27,60,1,3,1,10,5,1251
7,1,0,2,0,6,14,1,3,1,10,5,1252
8,1,0,1,0,6,13,1,3,1,10,5,1253
8,1,0,2,0,20,35,1,3,1,11,5,1254
8,1,0,2,0,43,60,1,3,0,9,5,1256
7,1,0,5,0,12,69,1,3,1,11,6,1257
7,1,0,3,0,15,33,1,3,1,11,6,1258
9,1,1,2,0,19,56,1,3,1,9,5,1260
6,1,0,2,0,17,24,1,4,1,11,4,1261
10,0,0,3,0,34,66,1,3,1,10,5,1262
9,0,0,2,0,26,51,1,3,1,12,6,1264
7,1,0,2,0,16,36,1,3,1,10,6,1265
7,1,0,2,0,16,36,1,3,1,10,6,1266
10,0,1,2,0,13,19,1,3,1,11,6,1267
7,0,0,2,0,21,51,1,3,1,10,6,1268
5,0,0,2,0,26,60,1,4,1,14,6,1270
7,0,0,2,0,24,64,1,3,1,12,6,1271
6,0,0,2,0,25,44,1,4,1,11,5,1272
8,1,0,2,0,34,44,1,3,0,9,5,1273
8,1,0,2,0,17,36,1,3,1,11,6,1274
8,1,0,2,0,13,81,1,3,1,10,6,1275
9,0,0,6,0,3,10,1,3,1,12,4,1276
7,1,0,2,0,3,10,1,3,1,10,6,1277
8,1,0,2,0,13,81,1,3,1,10,6,1278
10,0,0,2,0,3,9,1,3,1,12,7,1279
7,0,0,2,0,28,54,1,3,1,10,6,1280
7,0,0,2,0,28,54,1,3,1,10,6,1281
8,1,0,2,0,9,22,1,3,1,11,6,1282
9,1,0,3,0,17,69,1,3,1,10,6,1283
7,0,0,2,0,18,36,1,3,1,11,5,1284
11,0,1,2,0,20,47,1,3,1,11,5,1285
7,1,0,5,0,20,110,1,3,1,10,5,1288
7,1,0,5,0,20,110,1,3,1,10,5,1289
8,1,0,2,0,6,12,1,3,1,11,5,1290
8,1,0,2,0,25,60,1,3,1,11,6,1291
6,0,0,2,0,14,28,1,4,1,12,6,1292
7,1,0,4,0,51,78,1,3,0,10,5,1296
7,1,0,2,0,15,29,1,3,1,12,6,1297
6,1,0,1,0,11,18,1,3,1,12,6,1298
8,2,0,2,0,5,9,1,4,0,11,3,1299
5,1,0,2,0,15,28,1,4,1,13,6,1300
7,1,0,2,0,20,57,1,4,1,12,6,1301
9,0,0,2,0,4,15,1,3,1,11,6,1302
8,1,0,2,0,21,68,1,3,0,9,5,1304
8,1,0,2,0,24,88,1,3,1,10,5,1305
10,1,0,3,0,22,91,1,3,1,10,5,1306
7,1,0,1,0,27,63,1,3,1,9,5,1309
7,1,0,3,0,12,27,1,3,1,13,6,1311
8,1,0,2,0,14,41,1,3,0,11,5,1312
8,1,0,2,0,17,91,1,3,1,10,6,1315
5,1,0,1,0,16,46,1,4,1,13,6,1316
9,1,1,2,0,18,64,1,3,1,9,6,1319
5,1,0,1,0,16,46,1,4,1,13,6,1321
9,0,0,2,0,9,18,1,3,1,11,5,1322
7,0,0,2,0,18,34,1,3,1,11,6,1324
7,0,0,2,0,18,34,1,3,1,11,6,1325
7,0,0,2,0,18,34,1,3,1,11,6,1326
7,0,0,2,0,18,34,1,3,1,11,6,1327
7,1,0,2,0,13,38,1,3,1,9,5,1328
7,1,0,2,0,17,91,1,3,1,10,6,1329
7,1,0,2,0,17,91,1,3,1,10,6,1330
8,1,0,4,0,31,67,1,3,0,9,5,1331
8,0,0,2,0,6,25,1,3,0,10,6,1332
9,1,0,2,0,12,48,1,3,1,10,5,1333
7,1,0,2,0,4,11,1,3,1,10,5,1334
7,1,0,2,0,19,40,1,3,1,13,6,1335
6,1,0,1,0,15,26,1,3,0,10,5,1336
6,1,0,1,0,15,26,1,3,0,10,5,1337
6,1,0,1,0,15,26,1,3,0,10,5,1338
8,1,0,2,0,13,31,1,3,1,11,6,1339
8,1,0,2,0,13,31,1,3,1,11,6,1340
8,1,0,2,0,13,31,1,3,1,11,6,1341
8,1,0,2,0,13,31,1,3,1,11,6,1343
12,0,0,3,0,8,20,1,3,1,11,5,1344
8,0,0,2,0,10,28,1,3,1,10,6,1345
6,1,0,2,0,5,13,1,4,1,11,5,1346
7,1,0,2,0,7,12,1,3,0,10,5,1347
7,1,0,2,0,8,46,1,3,1,12,6,1351
8,1,0,2,0,14,57,1,3,0,10,5,1353
6,0,0,2,0,5,32,1,3,0,10,5,1355
6,0,0,2,0,4,28,1,3,0,10,5,1356
7,0,0,3,0,27,67,1,4,1,11,6,1357
7,1,0,5,0,52,98,1,3,1,10,5,1358
12,0,0,1,0,6,28,1,3,1,10,6,1359
8,1,0,3,0,13,54,1,3,1,10,5,1361
12,0,0,1,0,6,28,1,3,1,10,6,1362
7,1,0,2,0,10,31,1,3,1,12,6,1364
7,1,0,2,0,10,45,1,3,1,10,5,1366
7,1,0,2,0,9,105,1,3,1,11,6,1367
8,1,0,2,0,16,74,1,3,1,10,6,1368
9,1,1,2,0,12,66,1,3,1,9,5,1370
8,1,1,3,0,5,14,1,3,1,12,6,1371
9,1,1,2,0,12,66,1,3,1,9,5,1372
8,1,0,1,0,7,31,1,3,0,10,5,1376
7,0,0,2,0,10,28,1,3,1,10,6,1378
8,1,0,3,0,11,35,1,3,1,11,6,1379
8,1,0,3,0,11,35,1,3,1,11,6,1380
8,1,0,2,0,25,105,1,3,0,10,5,1382
8,1,0,2,0,25,105,1,3,0,10,5,1383
7,1,0,2,0,20,84,1,3,1,10,5,1384
8,1,0,3,0,34,85,1,3,0,9,5,1385
7,1,0,2,0,8,23,1,3,1,10,5,1386
7,1,0,6,0,7,49,1,3,1,10,5,1388
6,0,0,2,0,15,33,1,4,1,13,6,1390
8,1,0,2,0,5,33,1,3,1,11,5,1391
7,1,0,1,0,5,12,1,3,0,10,5,1392
8,1,0,2,0,19,59,1,3,0,10,5,1393
9,1,0,2,0,3,12,1,3,1,10,6,1395
9,1,0,2,0,4,11,1,3,1,10,5,1396
7,1,0,2,0,17,104,1,3,1,10,5,1397
7,1,0,2,0,10,24,1,3,1,11,6,1399
8,1,0,2,0,33,141,1,3,1,10,5,1400
8,0,0,2,0,6,24,1,3,1,12,6,1402
7,0,0,2,0,3,13,1,3,1,10,8,1403
8,1,0,3,0,12,46,1,3,1,11,6,1404
8,0,0,5,0,8,22,1,3,1,11,6,1406
6,1,0,2,0,40,54,1,4,1,11,6,1407
8,0,0,2,0,35,53,1,3,1,12,7,1408
6,1,0,2,0,40,54,1,4,1,11,6,1409
7,1,0,2,0,5,16,1,4,0,12,6,1410
6,0,0,2,0,8,19,1,4,1,11,6,1411
8,0,0,5,0,8,22,1,3,1,11,6,1412
10,1,0,2,0,12,89,1,3,1,10,5,1413
10,0,1,2,0,3,15,1,3,1,10,5,1414
6,1,0,2,0,8,18,1,4,1,9,5,1415
10,0,1,2,0,3,15,1,3,1,10,5,1416
7,0,0,3,0,21,37,1,3,1,12,7,1417
8,1,0,2,0,3,19,1,3,0,10,5,1418
8,1,0,2,0,32,133,1,3,0,10,5,1419
8,1,0,2,0,3,19,1,3,0,10,5,1420
8,0,0,2,0,24,58,1,3,1,9,5,1421
7,1,0,2,0,39,55,1,3,1,11,6,1422
6,1,0,4,0,14,31,1,4,1,11,4,1423
8,0,0,3,0,6,23,1,3,1,11,5,1427
8,1,0,2,0,27,55,1,3,1,11,5,1428
8,0,0,2,0,38,67,1,3,1,11,5,1429
7,0,0,2,0,18,47,1,3,1,10,5,1430
8,0,0,2,0,13,74,1,3,1,10,6,1431
6,0,0,2,0,11,25,1,3,1,10,7,1433
10,1,0,15,0,55,95,1,3,1,9,6,1434
10,0,0,2,0,27,90,1,3,1,9,5,1436
7,1,0,5,0,15,39,1,4,1,11,5,1437
7,1,0,2,0,3,8,1,3,0,10,5,1438
7,1,0,2,0,31,92,1,3,1,11,6,1439
7,1,0,2,0,8,22,1,3,0,12,5,1443
7,1,0,5,0,19,98,1,3,1,10,6,1445
7,1,0,2,0,22,39,1,3,1,10,5,1447
7,0,0,2,0,15,29,1,3,1,11,8,1449
7,0,0,2,0,15,28,1,3,1,11,7,1450
8,0,0,3,0,8,17,1,3,1,11,7,1451
7,1,0,2,0,37,53,1,3,1,12,7,1452
12,0,1,2,0,7,23,1,3,1,11,6,1454
7,1,0,2,0,9,17,1,4,1,11,6,1455
8,0,0,2,0,27,85,1,3,1,9,5,1457
8,0,0,2,0,8,20,1,3,1,11,5,1458
8,0,0,2,0,7,15,1,3,1,12,7,1459
6,0,0,2,0,34,64,1,3,1,10,6,1460
6,1,0,2,0,6,13,1,4,1,10,4,1461
7,1,0,2,0,14,39,1,3,1,11,6,1463
7,1,0,2,0,34,53,1,3,1,10,5,1464
7,0,0,2,0,31,54,1,3,1,10,7,1466
7,1,0,2,0,19,32,1,4,1,11,4,1467
7,0,0,2,0,31,54,1,3,1,10,7,1468
7,1,0,2,0,20,49,1,3,1,10,3,1469
10,1,0,1,0,8,24,1,3,0,10,5,1470
7,1,0,4,0,8,16,1,3,1,13,5,1471
8,0,1,3,0,23,44,1,3,1,11,6,1472
6,1,0,2,0,14,45,1,3,1,11,5,1473
10,1,1,14,0,48,82,1,3,1,9,5,1474
5,0,0,2,0,16,89,1,4,1,14,7,1475
